Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,09:20:00,1610,1,In-flight meal not included,9663
Jet Airways,2019-05-21,Delhi,Cochin,20:00:00,04:25:00,505,2,In-flight meal not included,15318
Jet Airways,2019-05-24,Kolkata,Banglore,10:20:00,17:35:00,435,1,No Info,8781
Multiple Carriers,2019-04-09,Delhi,Cochin,08:45:00,19:15:00,630,1,No Info,8371
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,08:15:00,735,1,No Info,13941
Air India,2019-05-09,Delhi,Cochin,05:55:00,19:15:00,800,2,No Info,10861
IndiGo,2019-06-12,Kolkata,Banglore,19:20:00,23:45:00,265,1,No Info,3574
Multiple Carriers,2019-06-01,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,12192
GoAir,2019-06-18,Banglore,Delhi,07:45:00,10:40:00,175,0,No Info,3419
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,07:25:00,1495,2,In-flight meal not included,10118
Air Asia,2019-03-18,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4384
Air India,2019-04-21,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4880
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,04:25:00,865,1,In-flight meal not included,10262
Air India,2019-03-21,Banglore,New Delhi,11:50:00,19:50:00,480,1,No Info,5932
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,13029
Jet Airways,2019-06-09,Delhi,Cochin,19:30:00,04:25:00,535,2,No Info,13014
Multiple Carriers,2019-06-24,Delhi,Cochin,04:55:00,19:00:00,845,1,No Info,10678
Jet Airways,2019-05-24,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,6144
Jet Airways,2019-04-15,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,4544
SpiceJet,2019-06-15,Kolkata,Banglore,06:55:00,09:30:00,155,0,No Info,3873
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,15:15:00,435,1,No Info,19225
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600,1,In-flight meal not included,10262
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1,In-flight meal not included,10844
Air India,2019-03-01,Banglore,New Delhi,17:00:00,08:50:00,950,1,1 Long layover,10981
Air India,2019-06-21,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,No Info,3100
Jet Airways,2019-06-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No Info,5678
Air India,2019-03-01,Banglore,New Delhi,10:30:00,17:45:00,435,2,Change airports,17461
Jet Airways,2019-06-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4995
Air India,2019-04-01,Kolkata,Banglore,10:00:00,23:15:00,795,1,No Info,7893
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,13:15:00,375,1,In-flight meal not included,7832
Air India,2019-04-01,Kolkata,Banglore,19:00:00,04:40:00,580,1,No Info,4227
IndiGo,2019-06-12,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,5601
IndiGo,2019-04-21,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,10:45:00,1655,1,No Info,9187
Multiple Carriers,2019-06-15,Delhi,Cochin,10:20:00,01:30:00,910,1,No Info,6795
Air India,2019-06-06,Kolkata,Banglore,17:30:00,20:25:00,1615,1,No Info,10413
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,18:15:00,1690,1,In-flight meal not included,10844
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,19:00:00,1485,1,No Info,14714
IndiGo,2019-03-18,Kolkata,Banglore,15:10:00,17:45:00,155,0,No Info,4462
Jet Airways,2019-06-15,Banglore,Delhi,19:50:00,22:50:00,180,0,No Info,8016
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,18:50:00,1465,2,No Info,11869
Air India,2019-03-09,Banglore,New Delhi,17:00:00,16:40:00,1420,1,No Info,9292
Air India,2019-05-21,Delhi,Cochin,17:15:00,07:40:00,865,2,No Info,13039
IndiGo,2019-04-18,Banglore,Delhi,16:55:00,19:55:00,180,0,No Info,4990
Multiple Carriers,2019-06-12,Delhi,Cochin,15:05:00,01:30:00,625,2,No Info,15965
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,19:00:00,810,2,No Info,13292
Jet Airways,2019-03-03,Delhi,Cochin,09:00:00,18:50:00,590,1,No Info,17024
Multiple Carriers,2019-05-21,Delhi,Cochin,09:15:00,19:15:00,600,1,No Info,8099
SpiceJet,2019-06-21,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375,2,No Info,13292
IndiGo,2019-03-12,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4148
Multiple Carriers,2019-06-03,Delhi,Cochin,07:30:00,19:15:00,705,1,No Info,9736
Vistara,2019-05-27,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,4668
IndiGo,2019-04-24,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3625
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,09:20:00,1010,1,No Info,14388
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,19:00:00,1325,1,No Info,15554
Air India,2019-06-15,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,9929
Jet Airways,2019-05-15,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,4030
IndiGo,2019-05-12,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Multiple Carriers,2019-05-09,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,13727
IndiGo,2019-03-09,Banglore,New Delhi,16:50:00,21:35:00,285,1,No Info,10231
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,18:50:00,1790,2,No Info,13082
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,16:10:00,545,1,No Info,9646
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,20:45:00,1695,1,In-flight meal not included,8529
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,09:45:00,800,1,In-flight meal not included,10539
